Work Order Number,Customer Number,Memo (Main),Name,Address,City,State,Zip,FixedTime,Weight,Total Weight NH,OrderDate,Quantity,Total Quantity,EqCode,Open1,Close1,Pattern1,Longitude,Latitude,OrderType,Filler,Shipment Date,Standing Appointment,Seq,County,Rt,Food Pallets, Pet Food Pallets,Chemical Pallets,Delivery Instructions,Total Case Cube,Static Appointment
968602,85244,- None -,St. Joseph Roman Catholic Church,28-47 43rd Street,Astoria,NY,11103,30,506,506,11/12/2025,,20, ,0830,1230,W,40.764066,-73.911528,Dry,No,11/12/2025,No,1,Queens,3,0.31,0,0,- None -,19.42,No
968603,85244,- None -,St. Joseph Roman Catholic Church,28-47 43rd Street,Astoria,NY,11103,30,76,76,11/12/2025,,9, ,0830,1230,W,40.764066,-73.911528,Cold,No,11/12/2025,No,1,Queens,3,0.05,0,0,- None -,3.2,No
968616,84720,- None -,Queens Tabernacle Church,114-03 Colfax Street,Cambria Heights,NY,11411,30,1404,1404,11/12/2025,,64, ,1230,1630,W,40.70272,-73.743729,Dry,Yes,11/12/2025,Yes,4,Queens,21,0.6,0,0,- None -,38.58,Yes
968619,85022,- None -,Taurus Associates,240-08 135th Avenue,Rosedale,NY,11422,30,1788,1788,11/12/2025,,86, ,0830,1230,W,40.672149,-73.734466,Dry,Yes,11/12/2025,Yes,1,Queens,2,0.84,0,0,- None -,53.5,Yes
968621,85022,- None -,Taurus Associates,240-08 135th Avenue,Rosedale,NY,11422,30,256,256,11/12/2025,,32, ,0830,1230,W,40.672149,-73.734466,Cold,Yes,11/12/2025,Yes,1,Queens,2,0.17,0,0,- None -,10.88,Yes
968642,85448,- None -,Vets Inc,143-17 Springfield Blvd,Springfield Gardens,NY,11413,30,256,256,11/12/2025,,32, ,0830,1230,W,40.668109,-73.756857,Cold,Yes,11/12/2025,Yes,2,Queens,2,0.17,0,0,- None -,10.88,Yes
968668,84740,- None -,St. James Holiness Church,89 Legion Street,Brooklyn,NY,11212,30,496,496,11/12/2025,,31, ,0830,1230,W,40.666876,-73.917814,Cold,Yes,11/12/2025,Yes,2,Brooklyn,7,0.31,0,0,Deliveries should be made only on Wednesday mornings.,19.31,Yes
968669,84740,- None -,St. James Holiness Church,89 Legion Street,Brooklyn,NY,11212,30,1400,1400,11/12/2025,,63, ,0830,1230,W,40.666876,-73.917814,Dry,Yes,11/12/2025,Yes,2,Brooklyn,7,0.63,0,0.14,Deliveries should be made only on Wednesday mornings.,49.75,Yes
968672,81272,- None -,Blessed Sacrament Church,198 Euclid Avenue,Brooklyn,NY,11208,30,1580,1580,11/12/2025,,78, ,0830,1230,W,40.683835,-73.874299,Dry,No,11/12/2025,No,6,Brooklyn,22,0.77,0,0,Opens at 9AM-2:30pm.  Celeste 718-909-6646,49.02,No
968703,80212,- None -,SCO Family of Services/Bethany House,164 Suydam Street,Brooklyn,NY,11221,30,136,136,11/12/2025,,17, ,1230,1630,W,40.699435,-73.926353,Cold,Yes,11/12/2025,Yes,1,Brooklyn,74,0.09,0,0,Wednesday bet 9:30am 4:00PM,5.96,Yes
968713,83469,- None -,Iglesia De Dios Pentecostal,3801 Dyre Avenue,Bronx,NY,10466,30,1529,1529,11/12/2025,,66, ,0830,1230,W,40.888019,-73.831301,Dry,No,11/12/2025,No,1,Bronx,76,0.65,0,0.14,9am - 3pm. If there is no answer at the door please call 646-725-0525,50.95,No
968755,85496,- None -,North Brooklyn Angels,1 Havemeyer Street,Brooklyn,NY,11211,30,532,532,11/12/2025,,40, ,0830,1230,W,40.71648,-73.952765,Dry,No,11/12/2025,No,2,Brooklyn,22,0.45,0,0,- None -,28.68,No
968772,85182,- None -,Bedford Central Presbyterian Church,1200 Dean Street,Brooklyn,NY,11216,30,374,374,11/12/2025,,21, ,0830,1230,W,40.676836,-73.949271,Dry,Yes,11/12/2025,Yes,4,Brooklyn,24,0.17,0,0,8:30-2:30pm -Pls. call cell# upon delivery on the way if possible,11.13,Yes
968773,85182,- None -,Bedford Central Presbyterian Church,1200 Dean Street,Brooklyn,NY,11216,30,148,148,11/12/2025,,18, ,0830,1230,W,40.676836,-73.949271,Cold,Yes,11/12/2025,Yes,4,Brooklyn,24,0.12,0,0,8:30-2:30pm -Pls. call cell# upon delivery on the way if possible,6.9,Yes
968797,83294,- None -,Bethany Baptist Church of Jamaica,157-11 111th Avenue,Jamaica,NY,11433,30,1230,1230,11/12/2025,,60, ,0830,1230,W,40.690081,-73.791892,Dry,No,11/12/2025,No,2,Queens,21,0.62,0,0,ORDERS MUST BE DELIVERED BEFORE 1PM,39.11,No
968799,83294,- None -,Bethany Baptist Church of Jamaica,157-11 111th Avenue,Jamaica,NY,11433,30,256,256,11/12/2025,,32, ,0830,1230,W,40.690081,-73.791892,Cold,No,11/12/2025,No,2,Queens,21,0.17,0,0,ORDERS MUST BE DELIVERED BEFORE 1PM,10.88,No
968806,85600,- None -,Life Together Works Inc.,2347 Lafayette Avenue,Bronx,NY,10473,30,702,702,11/12/2025,,44, ,0830,1230,W,40.82385,-73.844681,Dry,No,11/12/2025,No,1,Bronx,14,0.37,0,0,830-2:30pm. Driver should go through the driveway and along the back for pantry entrance.,23.1,No
968808,84189,- None -,Community Services Housing Development Corp.,547 Howard Avenue,Brooklyn,NY,11233,30,712,712,11/12/2025,,32, ,0830,1230,W,40.668898,-73.920053,Dry,Yes,11/12/2025,Yes,1,Brooklyn,16,0.3,0,0,Entrance on Lincoln Place,19.6,Yes
968829,81324,- None -,St. Stephen Outreach Inc.,874 Myrtle Avenue,Brooklyn,NY,11206,30,3818,3818,11/12/2025,,184, ,0830,1230,W,40.695579,-73.947375,Cold,Yes,11/12/2025,Yes,2,Brooklyn,17,2.78,0,0,8:30am - 12:30pm - Requests Stop #1 or #2,179.12,Yes
968834,84081,- None -,Bethel AME Church,215 Beach 77th  Street,Arverne,NY,11692,30,571,571,11/12/2025,,39, ,0830,1230,W,40.588749,-73.804391,Dry,No,11/12/2025,No,3,Queens,4,0.38,0,0,Deliveries on Wednesdays only 830am to 2:00pm,24.08,No
968841,84081,- None -,Bethel AME Church,215 Beach 77th  Street,Arverne,NY,11692,30,146,146,11/12/2025,,9, ,0830,1230,W,40.588749,-73.804391,Cold,No,11/12/2025,No,3,Queens,4,0.12,0,0,Deliveries on Wednesdays only 830am to 2:00pm,6.67,No
968843,81324,- None -,St. Stephen Outreach Inc.,874 Myrtle Avenue,Brooklyn,NY,11206,30,3622,3622,11/12/2025,,246, ,0830,1230,W,40.695579,-73.947375,Dry,Yes,11/12/2025,Yes,2,Brooklyn,17,2.38,0,0,8:30am - 12:30pm - Requests Stop #1 or #2,150.21,Yes
968852,82743,- None -,J.U.S.T.I.C.E. Organization,223 Beach 28th Street,Far Rockaway,NY,11691,30,3088,3088,11/12/2025,,214, ,0830,1230,W,40.595639,-73.761226,Dry,No,11/12/2025,No,2,Queens,4,2.1,0.19,0,Ring bell,145.88,No
968853,82743,- None -,J.U.S.T.I.C.E. Organization,223 Beach 28th Street,Far Rockaway,NY,11691,30,420,420,11/12/2025,,37, ,0830,1230,W,40.595639,-73.761226,Cold,No,11/12/2025,No,2,Queens,4,0.31,0,0,Ring bell,19.92,No
968864,85408,- None -,I.S. 229 X,275 Harlem River Park Bridge,Bronx,NY,10453,30,302,302,11/12/2025,,22, ,0830,1230,W,40.852536,-73.921467,Cold,No,11/12/2025,No,4,Bronx,13,0.23,0,0,IS229 is a school and can only accept their delivery 9am-12pm,14.54,No
968879,85325,- None -,Sisters With Purpose,1540 Van Siclen Avenue,Brooklyn,NY,11239,30,335,335,11/12/2025,,25, ,1230,1630,W,40.648214,-73.877613,Dry,Yes,11/12/2025,Yes,3,Brooklyn,74,0.18,0,0,"8/14/24, SR Request changed from Friday's to Wednesday's.  Afternoon Please! Ring Doorbell",11.54,Yes
968880,85325,- None -,Sisters With Purpose,1540 Van Siclen Avenue,Brooklyn,NY,11239,30,240,240,11/12/2025,,5, ,1230,1630,W,40.648214,-73.877613,Cold,Yes,11/12/2025,Yes,3,Brooklyn,74,0.14,0,0,"8/14/24, SR Request changed from Friday's to Wednesday's.  Afternoon Please! Ring Doorbell",9.25,Yes
968890,83469,- None -,Iglesia De Dios Pentecostal,3801 Dyre Avenue,Bronx,NY,10466,30,728,728,11/12/2025,,31, ,0830,1230,W,40.888019,-73.831301,Cold,No,11/12/2025,No,1,Bronx,76,0.25,0,0,9am - 3pm. If there is no answer at the door please call 646-725-0525,15.99,No
968904,85419,- None -,PS 30X Wilton,510 East 141 Street,Bronx,NY,10454,30,3270,3270,11/12/2025,,176, ,0830,1230,W,40.80937,-73.917584,Dry,No,11/12/2025,No,1,Bronx,11,1.62,0.04,0.02,- None -,106.93,No
968905,87233,- None -,Forest Hills Senior Center,108-25 62nd Drive,Forest Hills,NY,11375,30,2520,2520,11/12/2025,,113, ,0830,1230,W,40.73591,-73.850212,Dry,No,11/12/2025,No,4,Queens,3,1.18,0,0,"Deliver only Tues, Wed, Thur 9-1pm Drivers need to go down a walkway because of construction of confusion arrives call Karen",76.02,No
968906,87233,- None -,Forest Hills Senior Center,108-25 62nd Drive,Forest Hills,NY,11375,30,1134,1134,11/12/2025,,69, ,0830,1230,W,40.73591,-73.850212,Cold,No,11/12/2025,No,4,Queens,3,0.53,0,0,"Deliver only Tues, Wed, Thur 9-1pm Drivers need to go down a walkway because of construction of confusion arrives call Karen",34.01,No
968907,85538,- None -,Moriah City Community Food Pantry,206-14 Linden Blvd,Cambria Heights,NY,11411,30,2747,2747,11/12/2025,,126, ,0830,1230,W,40.696186,-73.745904,Dry,No,11/12/2025,No,1,Queens,20,1.29,0,0.14,- None -,91.16,No
968908,85538,- None -,Moriah City Community Food Pantry,206-14 Linden Blvd,Cambria Heights,NY,11411,30,1946,1946,11/12/2025,,111, ,0830,1230,W,40.696186,-73.745904,Cold,No,11/12/2025,No,1,Queens,20,1.32,0,0,- None -,84.32,No
968909,85416,- None -,HS 342 X International School of Liberal Arts,2780 Reservoir,Bronx,NY,10468,30,1524,1524,11/12/2025,,72, ,0830,1230,W,40.870293,-73.898309,Dry,No,11/12/2025,No,2,Bronx,13,0.69,0,0,Can only receive deliveries from 9am-12pm,43.67,No
968910,85328,- None -,Full Effect Gospel Ministries,900 New Lots Ave,Brooklyn,NY,11208,30,1486,1486,11/12/2025,,71, ,1230,1630,W,40.668427,-73.8779,Cold,Yes,11/12/2025,Yes,4,Brooklyn,16,1.04,0,0,9:30am - 4:30pm - Ring Doorbell,66.22,Yes
968911,85328,- None -,Full Effect Gospel Ministries,900 New Lots Ave,Brooklyn,NY,11208,30,1832,1832,11/12/2025,,85, ,1230,1630,W,40.668427,-73.8779,Dry,Yes,11/12/2025,Yes,4,Brooklyn,16,0.86,0,0,9:30am - 4:30pm - Ring Doorbell,54.79,Yes
968926,85401,- None -,JHS 8 Q Richard S. Grossley,108-35 167th Street,Jamaica,NY,11433,30,3221,3221,11/12/2025,,146, ,1230,1630,W,40.69719,-73.787192,Dry,No,11/12/2025,No,4,Queens,2,1.7,0,0.25,Cannot accept deliveries after 1pm.,125.45,No
968928,85409,- None -,Accion Academy,977 Fox Street,Bronx,NY,10459,30,560,560,11/12/2025,,30, ,1230,1630,W,40.822443,-73.893902,Dry,No,11/12/2025,No,1,Bronx,73,0.29,0,0,Staight Truck Only - Deliver within 12pm-4pm time window,18.07,No
968931,80386,- None -,Society of St. Vincent de Paul,520 Linden Boulevard,Brooklyn,NY,11203,30,1550,1550,11/12/2025,,68, ,0830,1230,W,40.653232,-73.939714,Dry,No,11/12/2025,No,2,Brooklyn,6,0.81,0,0.02,"Entrance to Pantry is on Albany Ave, use left side gate of church",52.91,No
968932,83699,- None -,Mt. Olivet Baptist Church Community  Meals Program,201 Lenox Avenue,New York,NY,10027,30,128,128,11/12/2025,,16, ,0830,1230,W,40.804686,-73.947751,Cold,No,11/12/2025,No,1,Manhattan,9,0.09,0,0,Monday - Thursday,5.76,No
968933,80386,- None -,Society of St. Vincent de Paul,520 Linden Boulevard,Brooklyn,NY,11203,30,880,880,11/12/2025,,50, ,0830,1230,W,40.653232,-73.939714,Cold,No,11/12/2025,No,2,Brooklyn,6,0.35,0,0,"Entrance to Pantry is on Albany Ave, use left side gate of church",22.54,No
968935,82302,- None -,Phoenix House-Long Island City,34-25 Vernon Blvd Long Island City NY 11106,Long Island City,NY,11106,30,2680,2680,11/12/2025,,138, ,0830,1230,W,40.76473,-73.940761,Dry,No,11/12/2025,No,2,Queens,3,1.57,0,0.12,- None -,107.33,No
968936,82302,- None -,Phoenix House-Long Island City,34-25 Vernon Blvd Long Island City NY 11106,Long Island City,NY,11106,30,238,238,11/12/2025,,19, ,0830,1230,W,40.76473,-73.940761,Cold,No,11/12/2025,No,2,Queens,3,0.18,0,0,- None -,11.27,No
968937,85592,- None -,Hope For Humanity Inc.,111- 113 Vermilyea Avenue,New York,NY,10034,30,776,776,11/12/2025,,52, ,1230,1630,W,40.866337,-73.921732,Dry,No,11/12/2025,No,8,Manhattan,23,0.42,0,0,"Available Monday- Friday 12pm-4pm, unless  the Sales order/s indicates 8:30-12:30pm.  Ring the doorbell on the RED side door",26.2,No
968945,85579,- None -,"MUNA Social Service, Inc.",80-50 Pitkin Ave,Ozone Park,NY,11417,30,2803,2803,11/12/2025,,126, ,0830,1230,W,40.675864,-73.855033,Dry,No,11/12/2025,No,5,Brooklyn,16,1.28,0,0.14,Fridays 8:30am- 12:30pm,91.32,No
968946,85579,- None -,"MUNA Social Service, Inc.",80-50 Pitkin Ave,Ozone Park,NY,11417,30,3414,3414,11/12/2025,,147, ,0830,1230,W,40.675864,-73.855033,Cold,No,11/12/2025,No,5,Brooklyn,16,1.91,0,0,Fridays 8:30am- 12:30pm,121.44,No
968950,85255,- None -,Project Hope Charities,170-20 140th Avenue,Jamaica,NY,11434,30,280,280,11/12/2025,,35, ,0830,1230,W,40.670977,-73.769835,Cold,No,11/12/2025,No,3,Queens,2,0.18,0,0,- None -,11.81,No
968952,85255,- None -,Project Hope Charities,170-20 140th Avenue,Jamaica,NY,11434,30,2038,2038,11/12/2025,,96, ,0830,1230,W,40.670977,-73.769835,Dry,No,11/12/2025,No,3,Queens,2,1.06,0,0,- None -,67.4,No
969003,82807,- None -,Salem United Methodist Church,211 West 129th Street,New York,NY,10027,30,256,256,11/12/2025,,32, ,0830,1230,W,40.811566,-73.946589,Cold,Yes,11/12/2025,Yes,4,Manhattan,9,0.17,0,0,8:30am - 12:30pm,10.88,Yes
969005,82807,- None -,Salem United Methodist Church,211 West 129th Street,New York,NY,10027,30,516,516,11/12/2025,,42, ,0830,1230,W,40.811566,-73.946589,Dry,Yes,11/12/2025,Yes,4,Manhattan,9,0.33,0,0,8:30am - 12:30pm,20.6,Yes
969012,81685,- None -,Father's Heart Ministries,543-545 East 11th Street,New York,NY,10009,30,608,608,11/12/2025,,42, ,0830,1230,W,40.728014,-73.980741,Dry,Yes,11/12/2025,Yes,2,Manhattan,8,0.5,0,0,Del only Wed 8AM-12Noon. Confirm with Ms. Hutchins 718-740-1033.,31.64,Yes
969016,83557,- None -,Father's Heart Ministries,543-545 East 11th Street,New York,NY,10009,30,224,224,11/12/2025,,24, ,0830,1230,W,40.728014,-73.980741,Dry,Yes,11/12/2025,Yes,2,Manhattan,8,0.23,0,0,Please ring the doorbell at the front door upon delivery.,14.36,Yes
969026,83278,- None -,Black Veterans for Social Justice,665 Willoughby Avenue,Brooklyn,NY,11206,30,357,357,11/12/2025,,21, ,0830,1230,W,40.694636,-73.942633,Dry,No,11/12/2025,No,3,Brooklyn,22,0.2,0,0,- None -,12.81,No
